codigo_ocorrencia,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_classificacao
201106181545210,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2011-06-18,11:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201201311964569,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,****,2012-01-31,14:15:00,,FINALIZADA,A-078/CENIPA/2013,SIM,2013-11-27,0,1,NÃO,2018-08-28,ACIDENTE
200803078316845,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2008-03-07,00:36:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201002235736054,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,SBCY,2010-02-23,20:42:00,,ATIVA,IG-534/CENIPA/2018,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201011145295113,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,****,2010-11-14,09:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201104128230954,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,****,2011-04-12,01:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201211195394951,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2012-11-19,18:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200811189068996,OUTROS,OUTROS,OTHR,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2008-11-18,21:58:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201305109504839,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2013-05-10,23:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201511062725598,F.O.D.,OUTROS,OTHR,-15.65,-56.1172,VÁRZEA GRANDE,MT,BRASIL,SBCY,2015-11-06,03:27:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201107252225186,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2011-07-25,15:54:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201409302775678,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,SBCY,2014-09-30,11:15:00,SIM,FINALIZADA,IG-165/CENIPA/2014,SIM,2016-11-11,0,1,SIM,2018-08-28,INCIDENTE
201112295447859,OUTROS,OUTROS,OTHR,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,SBCY,2011-12-29,18:51:00,,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201709131344184,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-15.6511,-56.1175,VÁRZEA GRANDE,MT,BRASIL,SBCY,2017-09-06,17:46:00,SIM,ATIVA,IG-111/CENIPA/2017,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201009281001530,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2010-09-28,14:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201212259139582,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2012-12-25,18:47:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200912138951460,OUTROS,OUTROS,OTHR,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2009-12-13,22:25:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201404147211444,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2014-04-14,19:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201206136771875,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2012-06-13,10:51:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201209199567870,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2012-09-19,23:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201301221927134,OUTROS,OUTROS,OTHR,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2013-01-22,01:36:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200910303465386,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2009-10-30,01:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201309063082086,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-15.6581,-56.1447,VÁRZEA GRANDE,MT,BRASIL,SBCY,2013-09-06,14:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200912122546567,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,****,2009-12-12,19:20:00,,FINALIZADA,IG-069/CENIPA/2013,SIM,2013-12-17,1,1,NÃO,2018-08-28,INCIDENTE
201707242059347,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-26.0392,-53.0819,FRANCISCO BELTRÃO,PR,BRASIL,SSFB,2017-07-21,15:40:00,SIM,ATIVA,A-096/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
200806133805176,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-4.2642,-41.7731,PIRIPIRI,PI,BRASIL,****,2008-06-13,16:33:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201008226803541,INDETERMINADO,INDETERMINADO,UNK,-7.1015,-49.9427,XINGUARA,PA,BRASIL,****,2010-08-22,15:30:00,,FINALIZADA,ENCERRADA NO RAI,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201109078985622,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-11.6828,-39.3094,CONCEIÇÃO DO COITÉ,BA,BRASIL,****,2011-09-07,10:20:00,,FINALIZADA,A-519/CENIPA/2015,SIM,2015-06-06,1,1,NÃO,2018-08-28,ACIDENTE
201302132787823,OUTROS,OUTROS,OTHR,-23.1007,-45.7077,CAÇAPAVA,SP,BRASIL,SDIP,2013-02-13,15:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201502163158615,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-24.1892,-53.0273,GOIOERÊ,PR,BRASIL,****,2015-02-16,19:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201211235187145,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-2.5227,-45.0839,PINHEIRO,MA,BRASIL,SNYE,2012-11-23,20:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201511217540612,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.2683,-51.5322,GARIBALDI,RS,BRASIL,SSGA,2015-11-21,19:30:00,,FINALIZADA,A-155/CENIPA/2015,SIM,2017-08-01,2,1,SIM,2018-08-28,ACIDENTE
201802281832506,POUSO ANTES DA PISTA,POUSO AQUÉM/ALÉM DA PISTA,USOS,-29.2683,-51.5322,GARIBALDI,RS,BRASIL,SSGA,2018-01-19,18:35:00,SIM,ATIVA,A-013/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201111143867299,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-14.8904,-41.9708,CONDEÚBA,BA,BRASIL,SIPO,2011-11-14,22:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201211034961894,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6264,-49.34,GOIÂNIA,GO,BRASIL,SWNV,2012-11-03,16:50:00,,FINALIZADA,A-033/CENIPA/2014,SIM,2014-06-16,0,1,NÃO,2018-08-28,ACIDENTE
201805211727307,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2018-05-19,13:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201103042510332,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,****,2011-03-04,14:45:00,,FINALIZADA,ENCERRADA NO RAI,NÃO,,0,1,SIM,2018-08-28,ACIDENTE
201212119236388,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2012-12-11,17:00:00,,FINALIZADA,ENCERRADA NO RAI,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201206064620088,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6281,-49.3389,GOIÂNIA,GO,BRASIL,SBGO,2012-06-06,14:05:00,,FINALIZADA,IG-543/CENIPA/2017,SIM,2018-07-27,1,1,SIM,2018-08-28,INCIDENTE
201303089188818,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2013-03-08,14:13:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201805021259105,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.6256,-49.3483,GOIÂNIA,GO,BRASIL,SWNV,2018-04-29,15:00:00,NÃO,ATIVA,A-077/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201107268087055,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-16.6292,-49.3433,GOIÂNIA,GO,BRASIL,SWNV,2011-07-26,12:00:00,,ATIVA,A-519/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201008133517608,PANE SECA,COMBUSTÍVEL,FUEL,-16.5853,54.7242,GOIÂNIA,GO,BRASIL,****,2010-08-13,21:00:00,,FINALIZADA,A-085/CENIPA/2011,SIM,2011-09-23,6,1,NÃO,2018-08-28,ACIDENTE
201109286616614,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-16.6311,-49.2219,GOIÂNIA,GO,BRASIL,SBGO,2011-09-28,12:35:00,,FINALIZADA,A-030/CENIPA/2014,SIM,2014-06-16,2,1,NÃO,2018-08-28,ACIDENTE
201807171417368,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2018-05-25,19:30:00,SIM,ATIVA,IG-110/CENIPA/2018,NÃO,,0,2,NÃO,2018-08-28,INCIDENTE
201203272631430,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2012-03-27,19:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201206204135202,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-06-20,09:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200903122187119,OUTROS,OUTROS,OTHR,-16.6733,-49.2581,GOIÂNIA,GO,BRASIL,****,2009-03-12,18:15:00,,FINALIZADA,A-015/CENIPA/2011,SIM,2011-06-27,0,1,NÃO,2018-08-28,ACIDENTE
201103315127714,OUTROS,OUTROS,OTHR,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,****,2011-03-31,14:00:00,,ATIVA,A-522/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201805031604124,OUTROS,OUTROS,OTHR,-16.6256,49.3494,GOIÂNIA,GO,BRASIL,SWNV,2018-03-27,12:40:00,SIM,FINALIZADA,***,NÃO,,0,2,NÃO,2018-08-28,INCIDENTE
201203225632536,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-03-22,19:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201509191753604,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2015-09-19,13:20:00,SIM,FINALIZADA,A-124/CENIPA/2015,SIM,2018-06-25,1,1,SIM,2018-08-28,ACIDENTE
200909026034687,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2009-09-02,21:15:00,,ATIVA,IG-535/CENIPA/2018,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201709061353486,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2017-09-03,11:20:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200810109104420,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SWNV,2008-10-10,17:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201401307756434,OUTROS,OUTROS,OTHR,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2014-01-30,12:39:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201405095474943,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2014-05-09,17:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201007089668536,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2010-07-08,15:24:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201207036900578,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-07-03,11:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201210058202372,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-10-05,17:09:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201602161334382,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2016-01-24,11:50:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201001316256877,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2010-01-31,21:00:00,,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201709061751024,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2017-09-03,16:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200910285059067,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2009-10-28,20:07:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200905215228625,OUTROS,OUTROS,OTHR,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2009-05-21,14:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201211091724984,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-11-09,11:48:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201401315911921,OUTROS,OUTROS,OTHR,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2014-01-31,20:37:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200804078358839,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA,ARC,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2008-04-07,11:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201107201034358,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2011-07-20,12:33:00,,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201509302629734,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2015-09-30,11:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201612141925396,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2016-12-07,10:30:00,SIM,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201104291201641,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2011-04-29,17:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201501239700879,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2015-01-23,18:39:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201210275077297,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-10-27,12:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201308199624239,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6514,-49.3739,GOIÂNIA,GO,BRASIL,****,2013-08-19,19:00:00,,FINALIZADA,A-148/CENIPA/2013,SIM,2014-03-17,0,1,NÃO,2018-08-28,ACIDENTE
201203306967602,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SWNV,2012-03-30,14:30:00,,FINALIZADA,IG-097/CENIPA/2013,SIM,2013-10-21,0,1,SIM,2018-08-28,INCIDENTE
201109094717249,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2011-09-09,12:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201212137299098,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-12-13,18:21:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201612152057207,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2016-12-08,12:30:00,SIM,ATIVA,IG-164/CENIPA/2016,NÃO,,0,1,SIM,2018-08-28,INCIDENTE
201808140204063,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6275,-49.3403,GOIÂNIA,GO,BRASIL,****,2018-08-11,20:15:00,NÃO,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201510295498470,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2015-10-29,14:25:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201011226609006,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-16.6281,-49.3717,GOIÂNIA,GO,BRASIL,****,2010-11-22,18:30:00,,FINALIZADA,A-135/CENIPA/2011,SIM,2011-12-21,9,1,NÃO,2018-08-28,ACIDENTE
201604051737264,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.6281,-49.3456,GOIÂNIA,GO,BRASIL,SWNV,2016-04-01,20:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201105067830596,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2011-05-06,19:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201110014201524,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2011-10-01,14:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201501218266492,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2015-01-21,17:36:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201204256079084,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2012-04-25,09:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201010229168274,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2010-10-22,11:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201509058024247,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6269,-49.3456,GOIÂNIA,GO,BRASIL,SBGO,2015-09-05,14:00:00,,ATIVA,A-123/CENIPA/2015,NÃO,,0,1,SIM,2018-08-28,ACIDENTE
201305032268076,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2013-05-03,20:08:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201211263836259,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SBGO,2012-11-26,15:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201608291444363,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.6297,-49.2267,GOIÂNIA,GO,BRASIL,SBGO,2016-08-26,00:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201108205922240,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,SWNV,2011-08-20,20:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201311212322095,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-16.6733,-49.2558,GOIÂNIA,GO,BRASIL,****,2013-11-21,01:19:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
